LNR,RESPONSE
1754,0.023327145863734713
1770,0.009149956099805475
1465,0.0053842745970995535
1470,0.005311560587029903
1478,0.010513321821497765
1782,0.0041962915906967125
1485,0.01603960775182435
1519,0.00946459439603228
1835,0.009313107904333573
1522,0.007476193633742146
1539,0.016822217424383654
1853,0.01140850397215885
1856,0.0062705225776993655
2502,0.005426431964932937
2182,0.011258226352742064
2191,0.007290985369324817
2522,0.009652412679526507
2530,0.0059554995623093835
2215,0.008307753878532612
2550,0.008404893593839677
2570,0.013632854034245894
2574,0.009936745096007005
2579,0.00750403307496719
2247,0.01101186303417975
2674,0.0049252900171662915
11434,0.0071814729728572274
11122,0.012900421768355447
11127,0.011092902331055208
11443,0.010857207623698956
11170,0.00465647105453645
11191,0.008134663648622977
11198,0.007504837444695304
10936,0.00465647105453645
11244,0.01135166593331027
11247,0.006661403069881141
11252,0.011435654737582632
11259,0.00465647105453645
10945,0.005579593813762958
10951,0.003965108905214309
11271,0.01222921078470604
10963,0.011477088394551523
11282,0.011809925308705454
11291,0.003954622918782012
10980,0.006351967859865605
10994,0.008263621094846204
10998,0.00465647105453645
11303,0.007935480501614666
11630,0.004683498956255821
11636,0.006041112586790211
11949,0.007152063000077481
11950,0.009927174108134143
11956,0.011244117262646776
11648,0.00465647105453645
11653,0.008973768997764238
11967,0.006470286186918527
11972,0.0041627440795401595
11975,0.009087634959975081
12110,0.01573630608098631
12113,0.011604944817195055
11712,0.006117525210008515
11716,0.00465647105453645
12000,0.008887926684500287
11722,0.007262224192090397
12023,0.00465647105453645
12046,0.004164211768883585
11762,0.00465647105453645
12071,0.006524511802633371
12077,0.01370402903164237
11785,0.014272919417251008
11788,0.02881796726451289
11790,0.007077913425286977
11800,0.005742779017481542
11806,0.004409335257977454
11816,0.014181264883668863
11505,0.006305131435041884
11837,0.007606876194336354
11531,0.01247429926630671
11848,0.01085435954674825
11854,0.006376834606405717
11877,0.0037227756037447276
11563,0.00442233230462013
11567,0.008715873523166781
11894,0.013052747841879478
11906,0.007299249905119998
11917,0.00465647105453645
11610,0.00465647105453645
11923,0.0083908940544002
12596,0.009789124950319625
12603,0.004128416695494032
12608,0.00732859709565643
12633,0.017550469245305816
12637,0.012656845093824734
21484,0.00465647105453645
21184,0.00442019706750455
21247,0.0069568699853058405
20991,0.006597070005126705
21018,0.010187944778018746
21019,0.007477208532408096
21047,0.003321317606298206
21054,0.005602017226844049
21374,0.008177297217333587
21392,0.005158155898869079
21713,0.007460492128628935
22019,0.005218316738992867
22025,0.009919947985324567
21722,0.008970505843201644
21728,0.0033228474612740718
22039,0.00465647105453645
22044,0.011342466894035997
61900,0.011553373128396122
62548,0.00854749938981824
63176,0.008778731375849336
64473,0.009017411447418952
64779,0.011484182088428272
64780,0.004963437121270463
64784,0.008971064209942451
65105,0.00465647105453645
65431,0.007807297794533798
65433,0.012863594677537133
66055,0.00404287498130919
66071,0.00465647105453645
61280,0.011337491627943414
61281,0.009371799374779171
61284,0.01664000722006539
61597,0.00540659414028281
61606,0.007003301492371051
62235,0.012879863344303816
62240,0.015176063988851829
62241,0.006711235372618383
62555,0.00687386007298455
62557,0.004521911804244075
62565,0.0055612840849696655
62566,0.010340731596178475
63515,0.0042838727216397915
63524,0.012107014279145643
64797,0.02360549759807314
65116,0.00465647105453645
75249,0.007892479589644678
75253,0.012635455073835773
75575,0.00465647105453645
76212,0.00909272221175563
71422,0.004763879857520479
72059,0.007973993362470516
72060,0.007322313635644699
72383,0.003842431382517612
72386,0.0067864011866257835
72700,0.010291583250335705
72715,0.0041579135331000685
73028,0.008866432615435743
73346,0.005114476891717468
73658,0.010750493068157526
73662,0.010897539364858462
73666,0.004681796360785291
73668,0.004902730932837241
73985,0.010140714820239101
74299,0.005659032612503034
74310,0.010970191221697989
74312,0.010875925224519549
74619,0.013273939102191754
74620,0.003235378138393377
74627,0.004232518378939644
74938,0.005558642548997268
74952,0.007940214229352068
75911,0.005073443185215178
75913,0.017564993675655595
76221,0.00451639913470188
76227,0.006503127007942021
71448,0.017491752016960908
15887,0.008159678196422524
15498,0.006364279091308015
15504,0.007677651249091071
15507,0.005114269895526286
15521,0.010588834739780527
24403,0.0040797559665487525
24100,0.008620575438137141
24436,0.014886188087034574
24440,0.009128630383428963
24442,0.00465647105453645
24148,0.009959047659387434
24149,0.00477426876420666
24155,0.005766537955711705
24458,0.005184144956421967
24169,0.005877813635898503
24477,0.022738050663796014
24479,0.004294066614209217
24486,0.008008457296989522
24190,0.010334177187833886
24515,0.004980898405037989
24214,0.009039755109046069
25183,0.00465647105453645
25207,0.005007212892050514
24889,0.006979436318053583
24890,0.006913611630584005
25226,0.004502742581994097
25232,0.0043553645442500006
25244,0.009642398617251422
25339,0.0077460643004234365
25355,0.008822402273857803
24958,0.0069166957192805375
25277,0.005944881493254719
25286,0.007335256901963646
24988,0.00465647105453645
25298,0.004790374797961107
25309,0.010603942337563683
25315,0.0046753540685829
25014,0.00465647105453645
25322,0.006875700922225709
25333,0.011742061718689628
25025,0.004971242171500706
24726,0.014223046528935815
24735,0.00465647105453645
25055,0.011762722809740384
25056,0.009264680889528244
24746,0.008579053036059457
25061,0.007125943402695488
25067,0.0048459939220389815
25074,0.006672190207578299
24773,0.0053982631894734815
25080,0.00465647105453645
25086,0.011354827810746159
25088,0.007796948139275092
24777,0.013010955512164966
24796,0.006363921186272816
25104,0.004428055437139621
24806,0.0035801628456644257
25118,0.005140625306893391
24822,0.00465647105453645
82811,0.01085539996004251
83449,0.012076984211996796
83459,0.00465647105453645
83770,0.00465647105453645
84091,0.006122026668062696
84096,0.010051506029062319
84737,0.007673570652350571
85048,0.00465647105453645
85049,0.01043263235684903
85051,0.007753497813146149
85369,0.008220837316237664
85374,0.004730666342312727
85380,0.009831990422461731
82190,0.00505815843380863
82505,0.004841403740283259
82515,0.005753341388419776
82517,0.007250218600940392
82821,0.004546710022109274
83140,0.004646879521046531
788,0.0072519744724659175
1102,0.006354134185837774
1109,0.008626752488602762
821,0.0045401284716376274
829,0.010901843453299375
837,0.009867478036636786
845,0.004681796360785291
1163,0.00829765372389531
861,0.00465647105453645
899,0.008605582210206068
1207,0.009800050772287782
906,0.0054506459989717496
1221,0.01232909363518643
1545,0.03447447724526755
1546,0.010416470761862112
1555,0.011273664446388611
1556,0.01301412750681308
1879,0.009654065022189472
1885,0.015033559535796426
1593,0.004654778823260612
1902,0.012804876150900719
1611,0.008491771643345726
1921,0.024888870268218587
1927,0.007535378693513068
1651,0.016097965585986366
1978,0.01208890979299573
1718,0.006172452583336469
1722,0.003981202435844166
1734,0.007137802511786274
41705,0.009847003144941191
41711,0.00465647105453645
41712,0.004643621055038981
42029,0.009248178100544098
42347,0.004534337990908458
42352,0.010176145023781296
42353,0.005058332907033827
42671,0.008678815849198893
42987,0.005660990984557436
43310,0.014567424072679148
43627,0.0049061071841216275
43629,0.011038002805825911
43945,0.004617588760349057
43953,0.008387570282822592
43954,0.01134349434894605
43961,0.008176652315383687
44280,0.012318845989948006
44917,0.008559137442576229
44924,0.009250665414716802
44927,0.007873588911301896
45244,0.004195614125625992
45570,0.007957215893248716
45584,0.006965814755772542
41721,0.004668428462803345
41739,0.00465647105453645
42054,0.006868835089430255
42369,0.008611645314773621
42689,0.011713546401974428
43019,0.006706610422374364
43331,0.010550234303210448
51328,0.008647132054085994
51644,0.013224136334727774
51653,0.007237606209955546
51969,0.011318102861007437
52308,0.0106175610541786
52310,0.00813395495559379
52626,0.008237406146931263
52638,0.013332686486447533
52940,0.008267473226633782
52954,0.015899825786859785
55194,0.004944358939810423
55196,0.00570322855114862
55526,0.00465647105453645
55847,0.022786009091866757
55848,0.00465647105453645
51024,0.00465647105453645
51031,0.008461268966568625
51342,0.007522532668222503
51348,0.0038669020471822028
51666,0.010246945816050367
51674,0.004212601343364029
51680,0.013893750663248383
52331,0.007061816913334969
53302,0.00465647105453645
82163,0.01232095145915072
82481,0.008831247882662117
82498,0.005457168834535897
55852,0.00465647105453645
55858,0.009596549631672916
55859,0.005407925848527475
51037,0.00465647105453645
51039,0.008337603085930245
51683,0.006304327945538573
51685,0.0090483626303255
51695,0.006965974548748638
51702,0.007132170957678443
52343,0.008506453573310006
52353,0.00465647105453645
53314,0.00465647105453645
53322,0.0046331402756822565
53950,0.010073826261857691
54597,0.010179371417832206
54925,0.004670272119519253
55245,0.010998006675295161
55558,0.00465647105453645
55882,0.008344729173755939
51384,0.006408147967440437
51703,0.010661932646671125
51706,0.011686860394868891
51711,0.010098252800488731
52041,0.004642887541667416
52047,0.012234433581674118
52369,0.007966723508921391
52689,0.008698838188637176
53331,0.008743644304555523
53341,0.004943910899205468
63455,0.010024764461601388
63780,0.004338964387789204
63783,0.00465647105453645
64096,0.01112313543953628
64104,0.004391288324524803
64109,0.01129726316650894
64422,0.012581616326022744
65391,0.00465647105453645
65705,0.017321689341311734
65709,0.005300341295551873
61568,0.004166249168953623
62203,0.003915298833331563
62850,0.010713388067737513
62851,0.012086677164950231
63164,0.010557662030444658
63491,0.009772742185516062
63796,0.007702371410778483
63799,0.01024362002208588
63802,0.029522393027307407
63812,0.004451337322446146
64127,0.0043066180743550056
64449,0.010023527524348414
64771,0.008360330767258924
65082,0.00465647105453645
65399,0.004902358398632298
66039,0.00465647105453645
66048,0.0039885684107652765
71758,0.01376334429037087
72077,0.00465647105453645
72087,0.00465647105453645
72405,0.007297109730033984
72723,0.005758326976217472
72735,0.00833583799964792
73046,0.004374006155915442
73682,0.005551383628444391
73694,0.007062921166404074
73696,0.009959873540640206
74317,0.010776764631912536
74974,0.004554062359929375
75286,0.02306670328282044
75605,0.0048962667973895735
75612,0.00465647105453645
75929,0.004441167240004733
76239,0.008760087286923112
71471,0.007974128297969379
71776,0.006372146575484571
71779,0.00465647105453645
72112,0.005848822054065428
72417,0.007533557824347749
72420,0.006178196193206402
72425,0.00874940632980848
73073,0.0057174123792726
73393,0.0036750246945730083
73714,0.0039350728135961344
74337,0.011247642290569649
74347,0.007319574754038198
74354,0.007312415369271973
74666,0.004588787880116096
74667,0.00465647105453645
74990,0.007962624807231663
75949,0.009624031702975757
75952,0.007839612894314462
71486,0.008288813567360605
71805,0.01174052285147458
71813,0.00925973106766142
72130,0.008317858298904557
72437,0.012059371443933533
82469,0.00465647105453645
82788,0.009632697753165014
82793,0.00465647105453645
83111,0.004451337322446146
83113,0.0046556233133373155
83420,0.010645230824372324
83425,0.00940209164930513
83428,0.00465647105453645
83433,0.009473099742665733
83759,0.010318812288605995
84381,0.006184266038675676
84709,0.00622036314095481
85024,0.011478447500848268
85026,0.004182454758605279
85671,0.00745945266588861
35158,0.013075105368517703
34851,0.00377983004115853
34853,0.00817233949163722
34859,0.010681844243877806
35162,0.006274135600857095
35165,0.00465647105453645
34865,0.011834908546343373
34877,0.0078918907545075
34898,0.004673010366354667
35203,0.007874587205976976
34902,0.008876587333848527
34907,0.004880750841087569
34930,0.007907925928395405
34939,0.015421360938113108
35249,0.008009339487671139
35561,0.007437401365635252
35568,0.00465647105453645
35572,0.012836679891847355
35574,0.0047910391965757014
35575,0.006022907994042681
35889,0.00465647105453645
35583,0.008491420244431034
35587,0.01700987856857472
35597,0.010857521650945444
35900,0.005654186641927388
35602,0.013990965920491878
35606,0.008421426037436626
35922,0.0069717543251971055
35936,0.006938344333278174
41020,0.009656108150728263
41028,0.01028366662754477
41344,0.0037340022845310916
41666,0.004746692040645237
42319,0.007853948428054324
42634,0.005050528738292207
42944,0.008513689404225751
42952,0.0065673731827721755
42954,0.005475368013555161
43274,0.006322582285196713
43582,0.00465647105453645
43590,0.0072850734803124855
43594,0.010786008094651857
43909,0.006275652695299527
43917,0.007623680258987832
44561,0.006244148461121076
45202,0.008754819896614655
45210,0.0037737152416843036
41684,0.009547008653801438
41691,0.004249247652129945
42333,0.0077537611436359144
42660,0.008586236821203073
42963,0.007755932969328724
42979,0.008486112548753087
43287,0.005890535118812628
44582,0.00465647105453645
45233,0.013148848679001377
45544,0.012539239577010962
45550,0.004505452065017091
40729,0.00518734072193186
41379,0.004681796360785291
41395,0.009639535147640712
4332,0.029286968402082583
4346,0.0072745116512056875
4044,0.008264809925019918
5031,0.015032745799955921
5033,0.0037761401135935433
5057,0.012121459958355972
4737,0.005079821367116245
5067,0.009518365207920779
4757,0.007397103435937208
4758,0.00465647105453645
4762,0.011701062640034779
4780,0.00465647105453645
5183,0.003909639365968383
5191,0.013679782644141143
5198,0.00465647105453645
4802,0.005727390289193463
5126,0.00465647105453645
5132,0.00659942980419387
4830,0.014597722027978852
5154,0.016922133574435866
4854,0.00465647105453645
4861,0.00840501777348572
5180,0.009498932438245561
4574,0.010342350841311531
4896,0.01179066727229304
4592,0.00849526021057612
4599,0.0054824338127553215
4914,0.00747686565978242
4604,0.012785279601044827
4932,0.00830576528460881
4623,0.010616259004979057
4633,0.009990481522288897
4636,0.005800183392730404
4944,0.021506641126061536
4949,0.0042812403537737095
4644,0.00465647105453645
4977,0.009474665103631076
4674,0.00465647105453645
4986,0.007893636260273302
4683,0.004263274655045305
4686,0.0036816280933773273
4691,0.01315625025165347
4700,0.009244094563337303
5018,0.010108024555911258
5341,0.005977852395082771
5646,0.012903434093255254
5647,0.00465647105453645
5649,0.010205458767192067
5661,0.011475406396190739
5671,0.008382065672771902
5677,0.012409446299524873
5375,0.0057459646664627835
5396,0.005023218909245966
5410,0.006154650009095644
5411,0.01337525204181997
5714,0.011288699078058816
5427,0.004790237441105901
5436,0.003531664099941374
5725,0.010437793573701032
5733,0.009209907321417708
5454,0.008832242974284296
10241,0.004371796297109755
10566,0.00927820338399146
10579,0.005640764765113153
929,0.00688070292981859
935,0.008914316101342678
1261,0.006153973671277992
951,0.006221845398113305
952,0.00465647105453645
955,0.009019683056825822
1295,0.011919812160062675
966,0.00494294861665448
974,0.007239904982748448
1305,0.008848913709065022
995,0.007050208937686615
998,0.006587727917827549
1403,0.008541368839853404
1001,0.007793471598490935
1009,0.01076529390437069
1338,0.01222966252065469
1029,0.00465647105453645
1053,0.01874317790247769
1062,0.004710704561611533
1067,0.007468387235423508
1071,0.019330116749207295
9957,0.00862139056457887
9960,0.009409902512269103
9671,0.00465647105453645
9680,0.00811835398478956
9982,0.013560696873365623
9700,0.008433761418143474
9712,0.004521911804244075
10023,0.008534532485695157
10042,0.005442732250795795
10043,0.006517555250053272
10048,0.0071951226251138764
10049,0.0075519441245750175
10054,0.017803157965543392
10057,0.006974373010657621
10388,0.005223387993740783
10396,0.006717286319743937
10700,0.007062812556370056
10716,0.00465647105453645
10418,0.02038381688672166
10730,0.009863725034064815
10733,0.013428842233640836
10429,0.008964273106331602
10844,0.005127472127661459
10856,0.005140578304337141
10448,0.003932875327463349
10451,0.005784300857987875
10458,0.007650048487680145
10743,0.00475315938814365
10753,0.011474333908214935
10756,0.007091540870889654
10465,0.00892619383611748
10488,0.012648496850996577
10490,0.009356554799604214
10495,0.00465647105453645
10510,0.007668956661495187
10818,0.017047800698562154
10531,0.00434715419752659
10823,0.00734283669362667
10544,0.007706044970794084
10553,0.006812631602740453
31437,0.005579374687442226
31442,0.01373427997658822
31451,0.005475131647442078
31453,0.014446866238782134
31143,0.008119195489966032
31146,0.006014858654723548
31149,0.00465647105453645
31460,0.004039570107237783
31466,0.007617988532045556
31472,0.00465647105453645
31788,0.00611100563064697
32113,0.00465647105453645
31807,0.010282161318526944
32122,0.008021735523522809
32127,0.007443853223006739
31820,0.0055225058980345985
31832,0.00465647105453645
32267,0.012613620142145452
31860,0.015053618189254915
31873,0.009187042827292165
32168,0.007264131894586225
32177,0.00465647105453645
31882,0.0047154667616680765
31896,0.010432708727558183
31910,0.009050514089756875
32211,0.008242771090988182
32232,0.014195124142008969
31943,0.00465647105453645
31950,0.009174072932986348
32243,0.01294983128831192
31966,0.011522297408410261
31976,0.00921370829676729
31666,0.009881166813632956
31674,0.011515374668568022
31989,0.008320093382113364
31990,0.015873167663329777
